,doc_132.txt,doc_133.txt,doc_134.txt,doc_135.txt,doc_136.txt,doc_137.txt,doc_138.txt,doc_139.txt,doc_140.txt,doc_81.txt,doc_82.txt,doc_84.txt,doc_85.txt,doc_86.txt,doc_87.txt,doc_88.txt,doc_89.txt,doc_90.txt,doc_92.txt,doc_93.txt,doc_94.txt,doc_95.txt,doc_97.txt,doc_98.txt,doc_99.txt
doc_132.txt,0.9999999999999994,0.028178968474884436,0.16983274138934865,0.041928765730497544,0.024613913239142853,0.048373203909691645,0.03355946057101178,0.07509853187426475,0.09099224460346814,0.08989340738017225,0.018897784764743415,0.026603979363167524,0.023724806981069137,0.05029294301476202,0.33447727807354405,0.039138404723117665,0.025722510167650824,0.0246479242261092,0.26923245864727263,0.04770959421658736,0.03602857194994067,0.025144822136002252,0.2665484648178707,0.045983554018500836,0.05558192527864233
doc_133.txt,0.028178968474884436,1.0000000000000002,0.03788729939621095,0.07318269867508703,0.013386303115850533,0.06315134777444116,0.07386853289817173,0.07221033791063212,0.013933111823342269,0.016504024521662185,0.017669651822790823,0.02307088091687218,0.0232449962430704,0.044726907438603004,0.032618913081904136,0.11837859001460017,0.04037988297324536,0.005819483756418159,0.021812031482526216,0.042059093155713684,0.08223626725196832,0.029458284854479985,0.03820340846867652,0.04078444446989813,0.03541074482854428
doc_134.txt,0.16983274138934865,0.03788729939621095,1.0,0.026834583310618606,0.02235828925572806,0.04994798846787207,0.010554095010772663,0.03568829106411676,0.1856580410529696,0.11309145295467626,0.01753434910435977,0.03616876403792466,0.028664199502836187,0.022696697513157577,0.08289318395331585,0.06299709844836948,0.0274310102985475,0.012390178266866003,0.09053896608378334,0.03783624463986767,0.027692610867123154,0.03050524694594816,0.09166384796869523,0.1943470461643336,0.06594874829254264
doc_135.txt,0.041928765730497544,0.07318269867508703,0.026834583310618606,1.0,0.0559532730083816,0.04565338745472116,0.3182119194467,0.05906764885168677,0.00795115009302369,0.03209194088864349,0.03598999702150851,0.029337202768816968,0.17952059476724536,0.2492022114804227,0.040498712445638865,0.060505629898963645,0.022462784587289293,0.006717784385436413,0.04533308423376767,0.04621422695359427,0.09215657956151531,0.04286336080294568,0.03824102498999681,0.04915945777911314,0.045698157178765304
doc_136.txt,0.024613913239142853,0.013386303115850533,0.02235828925572806,0.0559532730083816,1.0000000000000018,0.03807499908313908,0.01854510384516619,0.03850462941782692,0.00510825150286292,0.03313513004773707,0.019441953015182943,0.0256086874915892,0.019802978823891246,0.033032562399073116,0.035725679477668616,0.017363108829762854,0.010329899328735515,0.011520198791856902,0.031628546763867456,0.018316708267430686,0.034292471833208785,0.046579022999369106,0.02149749303173636,0.014881415904839162,0.019662159387110113
doc_137.txt,0.048373203909691645,0.06315134777444116,0.04994798846787207,0.04565338745472116,0.03807499908313908,1.0,0.154525881017344,0.09526155271497576,0.054915966216506,0.06637710042769224,0.033248238657857865,0.06699584236172744,0.14200235134580308,0.2078748523549231,0.037495628460822675,0.057474193044256876,0.05077791130621946,0.02902605379899911,0.04318059477732383,0.08839620039337646,0.13529346401342063,0.027157458201837466,0.08426192112077766,0.04816891048999208,0.04471654835221434
doc_138.txt,0.03355946057101178,0.07386853289817173,0.010554095010772663,0.3182119194467,0.01854510384516619,0.154525881017344,1.0,0.07269459597645501,0.02416249810303318,0.04862344907359242,0.02618619604486029,0.04124099698090449,0.2986080060285965,0.4179933874043561,0.03425501884722502,0.05981818458983701,0.010253504930821394,0.029848047475695333,0.030798719926373515,0.02047124404208047,0.08695197312043156,0.0199927036498842,0.04524682904528546,0.054222275326354444,0.050506673948137425
doc_139.txt,0.07509853187426475,0.07221033791063212,0.03568829106411676,0.05906764885168677,0.03850462941782692,0.09526155271497576,0.07269459597645501,1.0000000000000007,0.05034987753036654,0.08772189642690206,0.022231567338870738,0.045846606414512193,0.05417857334584872,0.10130743879638446,0.05835467741265584,0.09672921031192279,0.04097779572615781,0.024914439768181074,0.053909877858202,0.08891557749152336,0.07393342816303404,0.06046620528285463,0.08607396808233025,0.10143957487592645,0.0675916232618076
doc_140.txt,0.09099224460346814,0.013933111823342269,0.1856580410529696,0.00795115009302369,0.00510825150286292,0.054915966216506,0.02416249810303318,0.05034987753036654,1.0000000000000002,0.07453737903404219,0.011377531558127648,0.03663704458426935,0.021852992612223333,0.05177864521281377,0.0330312410268574,0.03754434277834533,0.014462014315987294,0.10356200932180208,0.06661565244966175,0.02136726155537389,0.025667846721351025,0.01661516026334431,0.0546884987674296,0.03606171638096054,0.11701713613788237
doc_81.txt,0.08989340738017225,0.016504024521662185,0.11309145295467626,0.03209194088864349,0.03313513004773707,0.06637710042769224,0.04862344907359242,0.08772189642690206,0.07453737903404219,0.9999999999999996,0.010612655000549998,0.06247607083471633,0.02636648820228719,0.058114470577095755,0.07656058767105244,0.030708345976789637,0.03360392819313743,0.05787369768600686,0.10202989804441964,0.030271090867329573,0.03148471656301282,0.01296308969081707,0.12582157454677953,0.11395004408043675,0.03699219100798603
doc_82.txt,0.018897784764743415,0.017669651822790823,0.01753434910435977,0.03598999702150851,0.019441953015182943,0.033248238657857865,0.02618619604486029,0.022231567338870738,0.011377531558127648,0.010612655000549998,0.9999999999999999,0.05676230488407796,0.03463959729474424,0.036609282791115375,0.014297049075239874,0.0338128404309045,0.40656831059859455,0.010318322627022992,0.008298748615681783,0.22933060593641214,0.03220997807333892,0.01706163450764724,0.03777112819657942,0.006586919054794828,0.09293617756855313
doc_84.txt,0.026603979363167524,0.02307088091687218,0.03616876403792466,0.029337202768816968,0.0256086874915892,0.06699584236172744,0.04124099698090449,0.045846606414512193,0.03663704458426935,0.06247607083471633,0.05676230488407796,1.0000000000000002,0.0148436509151751,0.026473829694766946,0.03894106631029474,0.018851586781335337,0.03860020419557748,0.3105935588916132,0.0242384361881572,0.03504153451893978,0.11063263435732011,0.02009849480719502,0.026340827562637475,0.07913341161666163,0.03797920366713303
doc_85.txt,0.023724806981069137,0.0232449962430704,0.028664199502836187,0.17952059476724536,0.019802978823891246,0.14200235134580308,0.2986080060285965,0.05417857334584872,0.021852992612223333,0.02636648820228719,0.03463959729474424,0.0148436509151751,0.9999999999999996,0.41524169260431715,0.031125076645935803,0.06851009019837001,0.019702712385298526,0.013490547547584402,0.0323459201045304,0.06090107900460442,0.06468872910138952,0.026809987466933936,0.030259933306569894,0.018818818233157224,0.06644415146418255
doc_86.txt,0.05029294301476202,0.044726907438603004,0.022696697513157577,0.2492022114804227,0.033032562399073116,0.2078748523549231,0.4179933874043561,0.10130743879638446,0.05177864521281377,0.058114470577095755,0.036609282791115375,0.026473829694766946,0.41524169260431715,1.0000000000000002,0.04600316116994763,0.07179869026249017,0.01129468337058748,0.035683073086177,0.06022018154749799,0.0660940888921319,0.0858321425248261,0.044397878084183606,0.06695389164283741,0.04857675771690515,0.04806846244961034
doc_87.txt,0.33447727807354405,0.032618913081904136,0.08289318395331585,0.040498712445638865,0.035725679477668616,0.037495628460822675,0.03425501884722502,0.05835467741265584,0.0330312410268574,0.07656058767105244,0.014297049075239874,0.03894106631029474,0.031125076645935803,0.04600316116994763,1.0000000000000004,0.03137186199378362,0.012978660152621264,0.01606519807091169,0.3192033944188539,0.019756618298625562,0.027039427449136788,0.09183372590103955,0.26738654913223137,0.017672037478798256,0.021536010043284506
doc_88.txt,0.039138404723117665,0.11837859001460017,0.06299709844836948,0.060505629898963645,0.017363108829762854,0.057474193044256876,0.05981818458983701,0.09672921031192279,0.03754434277834533,0.030708345976789637,0.0338128404309045,0.018851586781335337,0.06851009019837001,0.07179869026249017,0.03137186199378362,0.9999999999999992,0.05986794503838129,0.03249150847859427,0.042791299369014255,0.08521602396899751,0.05663796791251436,0.033251311208116516,0.05247042350644343,0.03911489857544464,0.05249580048762451
doc_89.txt,0.025722510167650824,0.04037988297324536,0.0274310102985475,0.022462784587289293,0.010329899328735515,0.05077791130621946,0.010253504930821394,0.04097779572615781,0.014462014315987294,0.03360392819313743,0.40656831059859455,0.03860020419557748,0.019702712385298526,0.01129468337058748,0.012978660152621264,0.05986794503838129,1.0000000000000002,0.011667172143535487,0.027624540375510567,0.35048321827576073,0.04388267691428613,0.008771750735959866,0.027445286872773356,0.010700421425748242,0.12525107991856418
doc_90.txt,0.0246479242261092,0.005819483756418159,0.012390178266866003,0.006717784385436413,0.011520198791856902,0.02902605379899911,0.029848047475695333,0.024914439768181074,0.10356200932180208,0.05787369768600686,0.010318322627022992,0.3105935588916132,0.013490547547584402,0.035683073086177,0.01606519807091169,0.03249150847859427,0.011667172143535487,0.9999999999999996,0.019530086678929675,0.01507354164630937,0.015542512021813337,0.01163164764889568,0.046495386620272416,0.03443182409307734,0.004795924921480952
doc_92.txt,0.26923245864727263,0.021812031482526216,0.09053896608378334,0.04533308423376767,0.031628546763867456,0.04318059477732383,0.030798719926373515,0.053909877858202,0.06661565244966175,0.10202989804441964,0.008298748615681783,0.0242384361881572,0.0323459201045304,0.06022018154749799,0.3192033944188539,0.042791299369014255,0.027624540375510567,0.019530086678929675,1.0000000000000004,0.03499267918011934,0.04519745094865974,0.028096869897189063,0.38275650586128146,0.0760160879130869,0.05937268020457474
doc_93.txt,0.04770959421658736,0.042059093155713684,0.03783624463986767,0.04621422695359427,0.018316708267430686,0.08839620039337646,0.02047124404208047,0.08891557749152336,0.02136726155537389,0.030271090867329573,0.22933060593641214,0.03504153451893978,0.06090107900460442,0.0660940888921319,0.019756618298625562,0.08521602396899751,0.35048321827576073,0.01507354164630937,0.03499267918011934,1.0000000000000004,0.06797108715470153,0.021383693142502727,0.04897138293511605,0.017934877427931473,0.17790779347767555
doc_94.txt,0.03602857194994067,0.08223626725196832,0.027692610867123154,0.09215657956151531,0.034292471833208785,0.13529346401342063,0.08695197312043156,0.07393342816303404,0.025667846721351025,0.03148471656301282,0.03220997807333892,0.11063263435732011,0.06468872910138952,0.0858321425248261,0.027039427449136788,0.05663796791251436,0.04388267691428613,0.015542512021813337,0.04519745094865974,0.06797108715470153,1.000000000000001,0.02641935097384572,0.053611177303568396,0.09650260790029888,0.11562333779188555
doc_95.txt,0.025144822136002252,0.029458284854479985,0.03050524694594816,0.04286336080294568,0.046579022999369106,0.027157458201837466,0.0199927036498842,0.06046620528285463,0.01661516026334431,0.01296308969081707,0.01706163450764724,0.02009849480719502,0.026809987466933936,0.044397878084183606,0.09183372590103955,0.033251311208116516,0.008771750735959866,0.01163164764889568,0.028096869897189063,0.021383693142502727,0.02641935097384572,1.0000000000000002,0.029570642605474946,0.019764027432910322,0.023663748240045912
doc_97.txt,0.2665484648178707,0.03820340846867652,0.09166384796869523,0.03824102498999681,0.02149749303173636,0.08426192112077766,0.04524682904528546,0.08607396808233025,0.0546884987674296,0.12582157454677953,0.03777112819657942,0.026340827562637475,0.030259933306569894,0.06695389164283741,0.26738654913223137,0.05247042350644343,0.027445286872773356,0.046495386620272416,0.38275650586128146,0.04897138293511605,0.053611177303568396,0.029570642605474946,1.0000000000000004,0.03298396190237877,0.054278859272958335
doc_98.txt,0.045983554018500836,0.04078444446989813,0.1943470461643336,0.04915945777911314,0.014881415904839162,0.04816891048999208,0.054222275326354444,0.10143957487592645,0.03606171638096054,0.11395004408043675,0.006586919054794828,0.07913341161666163,0.018818818233157224,0.04857675771690515,0.017672037478798256,0.03911489857544464,0.010700421425748242,0.03443182409307734,0.0760160879130869,0.017934877427931473,0.09650260790029888,0.019764027432910322,0.03298396190237877,0.9999999999999998,0.04268133514686638
doc_99.txt,0.05558192527864233,0.03541074482854428,0.06594874829254264,0.045698157178765304,0.019662159387110113,0.04471654835221434,0.050506673948137425,0.0675916232618076,0.11701713613788237,0.03699219100798603,0.09293617756855313,0.03797920366713303,0.06644415146418255,0.04806846244961034,0.021536010043284506,0.05249580048762451,0.12525107991856418,0.004795924921480952,0.05937268020457474,0.17790779347767555,0.11562333779188555,0.023663748240045912,0.054278859272958335,0.04268133514686638,1.0000000000000004
